id_cliente,idade,sexo,estado_civil,escolaridade,estado,renda_mensal,comprometimento_renda,score_bureau_entrada,segmento,canal_aquisicao,data_cadastro,flag_fraude
2393,27,M,Viúvo,Médio,RS,3918.45,0.292,776,Standard,App,2025-10-09,False
2394,67,F,Casado,Fundamental,GO,867.01,0.204,295,Standard,Indicação,2021-05-04,False
2395,53,F,Viúvo,Médio,RJ,3524.48,0.249,762,Standard,App,2024-12-30,True
2396,26,F,Divorciado,Pós-graduação,RJ,5713.96,0.235,487,Standard,App,2019-08-29,False
2397,24,M,Divorciado,Médio,SC,2084.81,0.381,596,Standard,App,2019-10-26,False
2398,52,M,Casado,Médio,SP,8253.11,0.231,558,Standard,App,2021-05-19,False
2399,62,M,Casado,Fundamental,PR,1585.91,0.202,431,Standard,Indicação,2020-07-27,False
2400,62,F,Casado,Médio,SP,1933.89,0.103,749,Standard,App,2021-01-07,False
2401,51,M,Casado,Médio,PR,4982.4,0.209,861,Plus,App,2023-11-14,False
2402,47,M,Solteiro,Superior,RJ,3424.34,0.266,552,Standard,App,2018-09-04,False
2403,57,M,Solteiro,Superior,SP,4397.51,0.144,641,Plus,Indicação,2022-11-22,False
2404,25,M,Solteiro,Superior,CE,10270.48,0.071,673,Plus,App,2019-01-26,False
2405,38,M,Casado,Superior,MG,5618.88,0.398,851,Plus,Indicação,2024-06-28,False
2406,23,F,Solteiro,Médio,SP,1282.51,0.16,261,Standard,App,2019-12-20,False
2407,65,M,Casado,Médio,PR,3675.22,0.123,638,Standard,Parceiro,2023-01-26,False
2408,52,M,Solteiro,Médio,MG,2296.5,0.468,467,Standard,App,2021-09-27,False
2409,62,M,Solteiro,Médio,SP,6046.9,0.382,284,Standard,App,2020-10-22,False
2410,46,M,Casado,Pós-graduação,PR,7016.04,0.403,575,Standard,App,2020-04-11,False
2411,71,F,Divorciado,Superior,Outros,9303.22,0.341,912,Premium,Indicação,2018-09-22,False
2412,70,F,Solteiro,Pós-graduação,SP,23084.02,0.437,727,Premium,Web,2020-08-30,False
2413,53,F,Divorciado,Médio,CE,1829.69,0.386,674,Standard,Web,2019-12-16,False
2414,65,F,Solteiro,Médio,RS,2542.16,0.239,740,Standard,App,2019-06-13,False
2415,55,M,Casado,Médio,SP,3400.53,0.152,581,Standard,Indicação,2023-02-12,False
2416,59,F,Solteiro,Fundamental,BA,1172.47,0.126,573,Standard,Indicação,2020-01-11,False
2417,32,M,Solteiro,Médio,RJ,3205.18,0.263,340,Standard,App,2020-01-29,False
2418,73,F,Solteiro,Médio,SC,2502.17,0.148,471,Standard,App,2020-08-09,False
2419,28,F,Solteiro,Fundamental,RS,1592.42,0.184,688,Standard,Indicação,2021-02-26,False
2420,57,M,Casado,Pós-graduação,SP,9735.32,0.262,667,Plus,Web,2021-05-21,False
2421,52,M,Casado,Fundamental,SP,1865.29,0.448,615,Standard,App,2022-03-08,False
2422,23,M,Solteiro,Médio,RJ,3039.1,0.099,597,Standard,App,2021-09-21,False
2423,62,M,Divorciado,Superior,MG,4076.89,0.284,897,Plus,App,2021-03-29,False
2424,22,M,Casado,Fundamental,Outros,1363.7,0.13,498,Standard,App,2020-11-05,False
2425,47,F,Solteiro,Pós-graduação,PE,8953.08,0.213,874,Premium,App,2020-04-08,False
2426,64,M,Casado,Superior,SC,5378.28,0.392,625,Plus,App,2022-10-03,False
2427,25,F,Solteiro,Fundamental,MG,1445.37,0.178,796,Standard,App,2020-07-02,False
2428,38,F,Divorciado,Superior,SP,6467.04,0.248,448,Standard,Parceiro,2024-07-07,False
2429,46,M,Casado,Superior,BA,2219.69,0.297,594,Standard,App,2021-09-17,False
2430,70,M,Solteiro,Superior,SP,3817.19,0.364,532,Standard,Parceiro,2021-12-05,False
2431,39,M,Solteiro,Superior,SP,4781.64,0.214,619,Plus,Parceiro,2021-05-13,False
2432,24,M,Solteiro,Superior,SP,3584.76,0.431,756,Standard,Indicação,2025-07-06,False
2433,25,M,Casado,Médio,Outros,6323.16,0.227,671,Plus,App,2020-12-20,False
2434,29,M,Casado,Médio,BA,2826.53,0.338,746,Standard,Web,2020-12-29,False
2435,67,M,Viúvo,Superior,SP,6008.25,0.257,520,Standard,App,2025-01-24,False
2436,62,F,Solteiro,Pós-graduação,GO,7460.9,0.369,516,Standard,App,2021-10-18,False
2437,41,F,Solteiro,Médio,SC,2778.0,0.523,577,Standard,App,2021-02-04,False
2438,66,M,Solteiro,Superior,RS,2995.53,0.247,572,Standard,Parceiro,2020-04-02,False
2439,70,F,Solteiro,Médio,SP,2572.07,0.278,546,Standard,App,2020-03-05,False
2440,67,F,Casado,Superior,SP,3442.66,0.228,449,Standard,App,2023-11-29,False
2441,18,M,Viúvo,Pós-graduação,SP,8269.63,0.21,809,Premium,Indicação,2020-04-30,False
2442,23,M,Casado,Médio,RS,800.0,0.196,500,Standard,Indicação,2018-01-27,False
2443,59,M,Solteiro,Médio,RS,1593.0,0.278,760,Standard,Indicação,2018-03-31,False
2444,39,M,Divorciado,Médio,SP,5821.64,0.187,613,Plus,App,2026-02-21,False
2445,27,F,Divorciado,Médio,SP,4241.08,0.19,683,Plus,Indicação,2021-08-05,False
2446,54,F,Solteiro,Médio,MG,5414.82,0.05,685,Plus,App,2021-04-10,False
2447,38,F,Viúvo,Fundamental,PE,3602.57,0.446,469,Standard,App,2025-05-18,False
2448,70,M,Casado,Médio,SP,3920.08,0.477,640,Standard,App,2020-08-27,False
2449,50,F,Divorciado,Médio,BA,2232.64,0.358,838,Standard,App,2023-10-30,False
2450,31,M,Casado,Médio,Outros,1666.95,0.175,597,Standard,App,2022-11-27,False
2451,71,M,Solteiro,Superior,BA,9758.32,0.128,785,Premium,App,2021-03-22,False
2452,52,M,Divorciado,Superior,RJ,5680.46,0.092,707,Plus,App,2023-07-28,False
2453,34,F,Casado,Superior,BA,19139.6,0.357,814,Private,App,2025-12-25,False
2454,26,F,Viúvo,Superior,CE,4582.29,0.432,623,Plus,App,2019-12-16,False
2455,49,F,Solteiro,Superior,SC,14749.31,0.3,795,Premium,App,2018-03-22,False
2456,60,F,Solteiro,Médio,SP,2588.88,0.383,680,Standard,Parceiro,2024-02-29,False
2457,65,M,Casado,Superior,SP,10727.09,0.333,481,Standard,App,2020-11-21,False
2458,25,M,Casado,Fundamental,SP,4204.4,0.187,627,Plus,Indicação,2021-07-10,False
2459,42,F,Casado,Médio,SP,1678.91,0.401,536,Standard,App,2020-01-28,False
2460,74,F,Casado,Médio,BA,2197.06,0.393,513,Standard,App,2024-06-01,False
2461,55,M,Casado,Superior,SP,3281.36,0.161,762,Standard,App,2022-11-24,False
2462,23,M,Casado,Superior,BA,2973.61,0.377,475,Standard,App,2025-10-29,False
2463,70,F,Solteiro,Fundamental,PR,2512.61,0.262,376,Standard,Indicação,2021-03-19,False
2464,57,M,Casado,Médio,MG,2537.82,0.249,683,Standard,App,2026-02-13,False
2465,44,M,Casado,Médio,SP,2874.28,0.327,377,Standard,Web,2021-05-16,False
2466,62,M,Divorciado,Superior,SP,7263.54,0.323,359,Standard,Indicação,2021-11-14,False
2467,54,M,Casado,Superior,SP,2172.88,0.387,695,Standard,App,2022-04-21,True
2468,32,F,Casado,Médio,GO,5328.14,0.178,628,Plus,PDV,2021-04-12,False
2469,63,F,Solteiro,Médio,SP,2351.54,0.348,636,Standard,App,2021-08-10,False
2470,32,M,Solteiro,Médio,SP,3653.99,0.141,524,Standard,Parceiro,2020-01-29,False
2471,31,M,Solteiro,Médio,SP,3818.95,0.259,394,Standard,App,2020-09-14,False
2472,51,F,Casado,Superior,RS,10915.09,0.267,507,Standard,App,2022-08-27,False
2473,19,M,Divorciado,Superior,RS,5219.07,0.396,566,Standard,App,2018-06-29,False
2474,53,M,Viúvo,Médio,Outros,968.31,0.281,375,Standard,Parceiro,2022-08-20,False
2475,49,M,Casado,Médio,SP,2881.13,0.249,619,Standard,App,2020-06-09,False
2476,59,F,Casado,Fundamental,SP,1990.01,0.451,501,Standard,Indicação,2020-04-18,False
2477,27,F,Casado,Fundamental,SC,1073.21,0.229,580,Standard,Web,2022-07-19,False
2478,51,M,Casado,Médio,SP,3014.29,0.223,599,Standard,App,2020-01-15,False
2479,43,F,Casado,Médio,SP,2337.57,0.055,624,Standard,Web,2025-12-06,False
2480,27,F,Casado,Pós-graduação,GO,4854.54,0.254,670,Plus,App,2026-04-19,False
2481,43,M,Casado,Médio,MG,3917.14,0.167,540,Standard,Parceiro,2021-02-18,False
2482,70,F,Divorciado,Médio,RJ,2112.26,0.25,593,Standard,App,2020-11-17,False
2483,64,M,Casado,Fundamental,Outros,1469.02,0.309,592,Standard,Parceiro,2018-12-31,False
2484,27,F,Solteiro,Médio,SP,2221.83,0.15,228,Standard,Parceiro,2023-08-14,False
2485,66,F,Casado,Superior,SP,10201.02,0.181,755,Premium,App,2019-08-29,False
2486,50,M,Viúvo,Médio,SP,2743.3,0.088,596,Standard,Indicação,2025-07-27,False
2487,20,F,Solteiro,Superior,SP,5721.88,0.219,689,Plus,PDV,2026-04-18,False
2488,70,F,Viúvo,Superior,RJ,4412.45,0.167,414,Standard,Parceiro,2019-05-05,False
2489,47,M,Viúvo,Fundamental,PE,2268.73,0.537,525,Standard,Web,2022-06-01,False
2490,70,F,Casado,Superior,Outros,10798.5,0.46,518,Standard,Indicação,2021-03-03,False
2491,23,F,Solteiro,Pós-graduação,PR,13134.24,0.441,803,Premium,App,2021-07-05,False
2492,27,F,Solteiro,Médio,Outros,3947.38,0.125,392,Standard,Parceiro,2019-10-17,False
2493,69,F,Solteiro,Fundamental,RJ,2437.33,0.259,441,Standard,Indicação,2022-12-05,False
2494,31,M,Solteiro,Pós-graduação,SP,4764.39,0.136,674,Plus,App,2019-09-09,False
2495,49,M,Divorciado,Superior,SP,3549.08,0.501,496,Standard,App,2024-12-19,False
2496,52,M,Viúvo,Médio,MG,2527.23,0.38,442,Standard,App,2021-02-12,False
2497,72,F,Solteiro,Médio,SP,1947.77,0.154,692,Standard,Indicação,2021-12-06,False
2498,37,F,Casado,Médio,SP,1644.36,0.324,694,Standard,Parceiro,2025-06-05,False
2499,60,F,Casado,Superior,Outros,2156.87,0.102,669,Standard,Parceiro,2023-02-09,False
2500,59,M,Solteiro,Médio,SP,1428.11,0.264,678,Standard,App,2021-07-05,False
2501,57,F,Casado,Fundamental,BA,1583.32,0.259,528,Standard,App,2020-11-19,False
2502,47,F,Divorciado,Superior,SP,5312.35,0.369,577,Standard,App,2021-02-25,False
2503,22,F,Casado,Pós-graduação,MG,6390.2,0.399,528,Standard,Indicação,2020-08-11,False
2504,33,F,Solteiro,Superior,PR,5721.38,0.282,634,Plus,Parceiro,2025-09-26,False
2505,49,M,Casado,Médio,SP,2253.99,0.253,495,Standard,Parceiro,2020-03-18,False
2506,41,M,Solteiro,Fundamental,SP,3105.19,0.05,518,Standard,App,2020-11-30,False
2507,28,M,Viúvo,Pós-graduação,RS,8762.48,0.467,731,Premium,Parceiro,2023-08-14,False
2508,57,M,Viúvo,Pós-graduação,RS,13456.43,0.201,869,Premium,Indicação,2020-09-17,False
2509,44,M,Solteiro,Médio,SP,3099.46,0.292,635,Standard,Web,2024-12-25,False
2510,62,F,Casado,Superior,RJ,2728.39,0.551,826,Standard,Parceiro,2020-03-02,False
2511,49,M,Divorciado,Médio,SP,2675.91,0.137,475,Standard,App,2018-05-25,False
2512,39,M,Casado,Médio,SP,1509.54,0.283,302,Standard,Parceiro,2021-11-26,False
2513,24,M,Casado,Fundamental,CE,1705.27,0.34,662,Standard,App,2021-05-12,False
2514,23,F,Viúvo,Fundamental,SP,1240.14,0.411,448,Standard,Parceiro,2025-07-27,False
2515,46,F,Solteiro,Médio,RJ,3389.22,0.28,544,Standard,Parceiro,2020-12-23,False
2516,38,M,Casado,Superior,PR,2811.09,0.421,328,Standard,Parceiro,2019-06-12,False
2517,58,F,Solteiro,Fundamental,SC,1813.28,0.23,437,Standard,App,2020-07-22,False
2518,53,F,Solteiro,Médio,SP,3727.83,0.345,376,Standard,Parceiro,2020-11-04,False
2519,34,F,Divorciado,Médio,RS,4407.98,0.33,534,Standard,App,2021-09-12,False
2520,61,F,Casado,Médio,RS,1910.83,0.269,509,Standard,Parceiro,2020-04-22,False
2521,50,F,Casado,Médio,SP,2824.96,0.319,588,Standard,Web,2021-07-20,False
2522,68,F,Solteiro,Médio,SP,3070.05,0.175,752,Standard,App,2025-04-03,False
2523,72,M,Divorciado,Médio,PE,6068.93,0.244,709,Plus,Indicação,2020-12-24,False
2524,72,F,Solteiro,Superior,RJ,2622.38,0.126,346,Standard,Indicação,2022-01-07,False
2525,25,M,Casado,Pós-graduação,SP,6023.93,0.227,699,Plus,Parceiro,2020-02-07,False
2526,48,M,Solteiro,Médio,MG,11379.92,0.417,694,Premium,App,2023-11-28,False
2527,19,F,Casado,Pós-graduação,RJ,8287.46,0.33,627,Plus,Web,2020-04-14,False
2528,68,F,Casado,Pós-graduação,SP,3690.62,0.317,583,Standard,PDV,2021-09-07,False
2529,58,F,Solteiro,Superior,SP,4110.21,0.088,620,Plus,Indicação,2020-06-04,False
2530,32,F,Casado,Superior,SP,1377.56,0.318,461,Standard,App,2018-11-07,False
2531,52,F,Casado,Superior,MG,6204.09,0.272,591,Plus,Indicação,2020-07-06,False
2532,49,F,Casado,Superior,RJ,8245.28,0.344,806,Premium,App,2020-01-10,False
2533,48,F,Casado,Superior,SP,3486.56,0.446,485,Standard,Parceiro,2025-01-22,True
2534,48,M,Divorciado,Fundamental,RS,1422.51,0.231,414,Standard,App,2020-04-09,False
2535,74,M,Solteiro,Pós-graduação,BA,15076.22,0.242,714,Premium,App,2026-02-03,False
2536,61,M,Solteiro,Médio,MG,1167.09,0.39,397,Standard,App,2021-04-16,False
2537,40,F,Solteiro,Superior,SP,2840.45,0.208,334,Standard,Indicação,2020-01-25,False
2538,62,F,Solteiro,Médio,SP,2498.18,0.29,523,Standard,Indicação,2020-11-01,False
2539,26,F,Casado,Fundamental,Outros,1235.68,0.05,759,Standard,Indicação,2019-10-28,False
2540,34,M,Solteiro,Médio,SP,2417.38,0.243,565,Standard,App,2024-04-25,False
2541,24,F,Solteiro,Médio,SP,1488.46,0.437,584,Standard,App,2019-04-28,False
2542,68,F,Solteiro,Médio,PR,3116.7,0.32,281,Standard,App,2024-10-26,True
2543,19,F,Casado,Médio,SC,2598.68,0.388,634,Standard,Indicação,2018-07-31,False
2544,68,M,Casado,Médio,GO,3684.79,0.395,599,Standard,App,2020-06-03,False
2545,65,F,Casado,Médio,RJ,3095.1,0.442,486,Standard,Indicação,2019-06-24,False
2546,72,F,Viúvo,Médio,Outros,3104.85,0.238,604,Standard,App,2022-06-11,False
2547,61,M,Solteiro,Pós-graduação,SP,4609.59,0.393,621,Plus,Web,2021-05-19,False
2548,44,M,Casado,Médio,PE,3581.98,0.55,436,Standard,App,2025-08-25,False
2549,64,M,Solteiro,Médio,SP,2373.07,0.277,617,Standard,App,2020-09-20,False
2550,74,M,Divorciado,Médio,Outros,2576.21,0.122,740,Standard,App,2018-07-07,False
2551,68,M,Solteiro,Médio,CE,4729.18,0.209,566,Standard,App,2023-05-29,False
2552,62,F,Viúvo,Médio,SC,1954.05,0.336,444,Standard,App,2021-09-06,False
2553,61,F,Casado,Superior,RS,10808.58,0.081,646,Plus,Parceiro,2024-03-27,False
2554,55,F,Casado,Pós-graduação,SP,19560.84,0.189,896,Private,Indicação,2020-12-28,False
2555,68,M,Casado,Médio,RJ,4079.65,0.24,419,Standard,App,2023-02-10,False
2556,42,M,Solteiro,Superior,SP,3368.4,0.293,663,Standard,Parceiro,2019-09-22,False
2557,46,F,Solteiro,Fundamental,PR,800.0,0.496,456,Standard,App,2026-05-29,False
2558,66,F,Divorciado,Médio,SP,4802.02,0.363,633,Plus,Parceiro,2019-09-29,False
2559,32,F,Divorciado,Médio,SP,2960.36,0.146,498,Standard,App,2024-04-07,False
2560,61,F,Solteiro,Fundamental,SP,1240.09,0.744,477,Standard,App,2020-01-11,False
2561,24,F,Solteiro,Superior,SC,9890.05,0.278,874,Premium,Parceiro,2023-09-02,False
2562,51,F,Solteiro,Superior,RJ,3575.01,0.078,387,Standard,App,2024-08-30,False
2563,19,F,Casado,Superior,MG,4448.96,0.155,663,Plus,App,2024-11-09,False
2564,74,M,Casado,Médio,SP,3640.29,0.156,828,Standard,Parceiro,2021-03-19,False
2565,65,M,Casado,Superior,SP,3151.71,0.118,675,Standard,Indicação,2021-01-01,False
2566,32,F,Solteiro,Médio,MG,2650.85,0.342,387,Standard,Parceiro,2024-04-26,False
2567,26,M,Divorciado,Fundamental,SP,3102.96,0.05,399,Standard,Indicação,2021-09-06,False
2568,54,M,Solteiro,Fundamental,PR,2000.39,0.398,460,Standard,App,2021-11-14,False
2569,69,M,Solteiro,Superior,RJ,10262.14,0.378,687,Premium,Indicação,2020-02-19,False
2570,36,F,Viúvo,Pós-graduação,Outros,16744.89,0.225,774,Private,Parceiro,2021-01-30,False
2571,72,M,Casado,Fundamental,SP,1806.98,0.39,385,Standard,App,2020-09-26,False
2572,44,F,Casado,Médio,RJ,870.44,0.149,430,Standard,App,2022-03-11,False
2573,43,F,Divorciado,Superior,Outros,3164.08,0.179,466,Standard,Indicação,2019-12-04,False
2574,37,F,Solteiro,Superior,CE,8055.98,0.346,613,Plus,Parceiro,2020-11-24,False
2575,33,M,Solteiro,Médio,MG,1289.81,0.255,835,Standard,App,2024-07-03,False
2576,37,F,Solteiro,Superior,SP,4671.13,0.205,467,Standard,Indicação,2021-07-14,False
2577,27,F,Solteiro,Superior,RJ,6514.23,0.266,483,Standard,App,2025-02-06,False
2578,39,M,Casado,Superior,RS,11467.69,0.438,521,Standard,App,2020-02-13,False
2579,34,F,Casado,Fundamental,SP,1350.23,0.434,647,Standard,Indicação,2021-01-19,False
2580,21,M,Casado,Pós-graduação,SP,6886.4,0.331,618,Plus,App,2021-04-29,False
2581,38,F,Divorciado,Fundamental,MG,1753.41,0.237,437,Standard,App,2020-11-16,False
2582,20,F,Solteiro,Superior,SP,6554.85,0.343,569,Standard,Indicação,2022-06-08,False
2583,28,F,Solteiro,Fundamental,CE,1666.4,0.177,451,Standard,App,2019-07-20,False
2584,59,F,Solteiro,Médio,SP,4731.55,0.42,640,Plus,Parceiro,2021-05-30,False
2585,19,M,Casado,Fundamental,Outros,1207.09,0.394,932,Standard,Web,2019-06-21,False
2586,35,F,Casado,Médio,MG,2973.38,0.512,654,Standard,Indicação,2021-11-27,False
2587,56,F,Viúvo,Médio,Outros,3498.12,0.184,571,Standard,Parceiro,2024-04-09,False
2588,19,M,Divorciado,Médio,BA,2292.18,0.169,476,Standard,Web,2018-04-03,False
2589,60,F,Divorciado,Médio,SP,4260.87,0.346,405,Standard,Indicação,2021-02-17,False
2590,22,F,Casado,Médio,SP,3016.5,0.247,681,Standard,Parceiro,2021-04-16,False
2591,21,M,Casado,Superior,SP,8159.4,0.4,735,Premium,App,2022-11-19,False
2592,29,F,Divorciado,Superior,BA,6060.55,0.438,549,Standard,Parceiro,2018-12-11,False
2593,67,M,Casado,Superior,SP,6638.93,0.484,791,Plus,App,2020-11-25,False
2594,20,M,Solteiro,Fundamental,BA,1312.05,0.287,560,Standard,App,2023-09-16,False
2595,23,M,Solteiro,Médio,CE,2042.62,0.386,675,Standard,Indicação,2021-06-20,False
2596,71,M,Divorciado,Pós-graduação,RJ,17522.57,0.218,793,Private,App,2023-04-05,False
2597,52,M,Solteiro,Fundamental,PR,2473.27,0.306,546,Standard,App,2020-09-17,True
2598,50,M,Divorciado,Médio,GO,1678.9,0.274,428,Standard,Indicação,2025-05-28,False
2599,20,F,Viúvo,Pós-graduação,BA,10399.14,0.267,646,Plus,App,2018-12-23,False
2600,40,M,Solteiro,Pós-graduação,SP,2899.11,0.499,694,Standard,Parceiro,2019-02-04,False
2601,50,F,Solteiro,Médio,SP,2101.5,0.119,496,Standard,Web,2021-06-14,False
2602,48,M,Solteiro,Superior,MG,8892.98,0.279,710,Premium,Indicação,2021-03-11,False
2603,47,M,Casado,Médio,SP,2630.17,0.286,422,Standard,App,2021-12-12,False
2604,24,F,Casado,Superior,MG,5834.01,0.357,721,Plus,Indicação,2020-02-08,False
2605,74,M,Solteiro,Fundamental,Outros,800.0,0.148,595,Standard,App,2020-02-03,False
2606,58,M,Casado,Fundamental,RJ,1479.43,0.244,391,Standard,Indicação,2023-04-01,False
2607,31,NB,Casado,Superior,SP,6513.55,0.209,588,Plus,App,2020-05-21,False
2608,73,M,Solteiro,Médio,SP,3533.41,0.05,714,Standard,App,2022-12-22,False
2609,35,M,Solteiro,Superior,GO,8898.88,0.419,472,Standard,App,2021-12-16,False
2610,25,F,Solteiro,Médio,SP,2520.58,0.104,422,Standard,PDV,2019-01-12,False
2611,68,M,Divorciado,Superior,SP,5062.8,0.088,593,Plus,App,2022-10-08,False
2612,26,F,Solteiro,Superior,MG,2825.51,0.394,874,Standard,App,2024-11-22,False
2613,21,M,Solteiro,Médio,RJ,2527.82,0.24,478,Standard,App,2024-02-07,False
2614,53,M,Casado,Superior,RJ,2926.95,0.244,646,Standard,App,2018-02-10,False
2615,33,M,Casado,Médio,MG,1111.47,0.246,591,Standard,Web,2021-07-03,False
2616,26,M,Casado,Médio,MG,1627.47,0.409,479,Standard,App,2025-04-27,False
2617,23,F,Casado,Médio,SP,5953.4,0.214,636,Plus,App,2021-10-08,False
2618,25,F,Casado,Superior,RJ,4804.09,0.351,537,Standard,App,2020-05-18,False
2619,72,F,Casado,Superior,BA,6139.15,0.143,565,Standard,Indicação,2019-11-29,False
2620,56,M,Divorciado,Pós-graduação,RJ,7348.85,0.32,397,Standard,Indicação,2022-06-10,False
2621,66,F,Casado,Superior,Outros,2246.72,0.388,565,Standard,Parceiro,2023-07-12,False
2622,53,F,Casado,Pós-graduação,SP,15170.43,0.449,850,Private,Parceiro,2025-04-24,False
2623,48,M,Solteiro,Médio,MG,945.09,0.094,561,Standard,App,2025-03-23,False
2624,30,M,Casado,Pós-graduação,PR,7198.66,0.244,781,Plus,Web,2020-08-07,False
2625,73,M,Divorciado,Médio,MG,2724.57,0.472,656,Standard,Parceiro,2021-10-16,False
2626,64,M,Solteiro,Médio,SP,3142.01,0.391,571,Standard,Indicação,2019-03-06,False
2627,48,M,Solteiro,Médio,MG,1947.18,0.256,477,Standard,App,2019-02-13,False
2628,23,M,Casado,Médio,Outros,1116.99,0.28,487,Standard,Indicação,2018-11-26,False
2629,61,F,Divorciado,Médio,RJ,1875.87,0.316,358,Standard,Indicação,2025-06-30,False
2630,36,M,Solteiro,Médio,SP,1925.61,0.235,527,Standard,App,2019-07-30,False
2631,29,M,Divorciado,Fundamental,SP,1222.92,0.346,577,Standard,App,2021-03-30,False
2632,60,F,Solteiro,Médio,RJ,4547.82,0.339,836,Plus,Indicação,2021-01-08,False
2633,65,M,Divorciado,Superior,SP,2998.0,0.146,652,Standard,Indicação,2020-07-14,True
2634,52,M,Divorciado,Superior,PE,6393.22,0.221,497,Standard,App,2021-06-29,False
2635,22,M,Casado,Médio,Outros,3030.62,0.226,376,Standard,Web,2018-01-13,False
2636,52,F,Divorciado,Médio,Outros,4526.04,0.249,567,Standard,App,2020-10-13,False
2637,70,M,Viúvo,Médio,RJ,2619.68,0.312,687,Standard,App,2021-03-25,False
2638,57,F,Divorciado,Médio,RJ,4158.63,0.302,561,Standard,App,2023-12-07,False
2639,33,F,Casado,Superior,SP,5046.21,0.194,678,Plus,Indicação,2022-08-23,False
2640,54,F,Casado,Médio,SP,3479.25,0.441,558,Standard,App,2024-07-08,False
2641,32,F,Solteiro,Superior,MG,2594.2,0.281,673,Standard,Indicação,2020-10-07,False
2642,67,F,Solteiro,Superior,SP,1470.51,0.456,336,Standard,App,2019-06-27,False
2643,66,F,Casado,Médio,SP,3381.75,0.453,807,Standard,App,2020-11-17,False
2644,50,M,Solteiro,Superior,PE,6823.28,0.153,468,Standard,App,2025-12-12,False
2645,25,M,Viúvo,Médio,SC,3551.5,0.221,695,Standard,App,2020-01-14,False
2646,40,M,Solteiro,Superior,Outros,4230.34,0.23,554,Standard,App,2019-10-03,False
2647,24,F,Solteiro,Superior,SP,11583.82,0.318,664,Plus,App,2025-09-17,False
2648,61,M,Solteiro,Superior,CE,4370.2,0.367,560,Standard,App,2025-10-13,False
2649,56,F,Solteiro,Superior,RJ,6788.21,0.298,659,Plus,App,2019-07-21,False
2650,32,M,Solteiro,Superior,SP,7404.34,0.214,695,Plus,PDV,2023-07-04,False
2651,66,F,Casado,Pós-graduação,RJ,22435.89,0.478,959,Private,Indicação,2021-01-03,False
2652,61,M,Solteiro,Médio,MG,2389.55,0.227,767,Standard,App,2021-04-16,False
2653,71,F,Divorciado,Superior,RJ,3967.56,0.369,636,Standard,App,2021-04-26,False
2654,33,M,Casado,Superior,SC,2600.43,0.276,813,Standard,App,2026-01-06,False
2655,27,F,Casado,Médio,RJ,6084.86,0.272,628,Plus,App,2019-10-31,False
2656,45,F,Casado,Pós-graduação,Outros,11728.21,0.361,833,Premium,App,2023-07-21,False
2657,33,M,Solteiro,Médio,SP,3511.87,0.465,644,Standard,Web,2018-01-27,False
2658,60,F,Solteiro,Médio,BA,13302.76,0.317,624,Plus,App,2021-11-26,False
2659,42,F,Divorciado,Fundamental,Outros,2117.65,0.221,592,Standard,Parceiro,2022-01-12,False
2660,53,F,Casado,Médio,MG,1460.03,0.458,630,Standard,Indicação,2023-04-23,False
2661,27,F,Solteiro,Superior,CE,4986.81,0.339,597,Plus,App,2025-06-24,False
2662,22,M,Casado,Médio,PR,1719.83,0.3,620,Standard,App,2023-04-23,False
2663,71,F,Solteiro,Médio,SP,2297.19,0.403,690,Standard,App,2023-01-13,False
2664,43,F,Solteiro,Médio,PR,2289.48,0.319,566,Standard,Parceiro,2020-03-19,False
2665,25,F,Solteiro,Médio,PR,2087.79,0.575,155,Standard,Parceiro,2026-04-29,False
2666,64,F,Casado,Superior,SP,2740.41,0.28,809,Standard,App,2021-03-07,False
2667,25,F,Solteiro,Superior,RJ,12194.67,0.418,646,Plus,App,2020-12-14,False
2668,74,M,Casado,Fundamental,SP,2090.1,0.333,451,Standard,App,2021-05-01,False
2669,40,F,Solteiro,Médio,SP,2501.48,0.333,414,Standard,App,2020-11-05,False
2670,44,M,Solteiro,Médio,Outros,4089.56,0.237,544,Standard,Parceiro,2021-09-29,False
2671,32,F,Solteiro,Superior,Outros,6960.71,0.237,546,Standard,App,2020-08-24,False
2672,22,M,Casado,Médio,PR,3213.83,0.34,477,Standard,App,2020-02-25,False
2673,41,F,Divorciado,Médio,RJ,3943.7,0.176,493,Standard,Indicação,2025-07-04,False
2674,38,M,Casado,Médio,RJ,2993.93,0.211,652,Standard,App,2025-07-03,False
2675,43,M,Solteiro,Médio,SP,3914.67,0.282,873,Standard,App,2021-04-22,False
2676,45,M,Solteiro,Médio,SP,4080.32,0.429,705,Plus,App,2025-12-08,False
2677,53,M,Solteiro,Médio,SC,3037.33,0.29,735,Standard,Indicação,2020-12-11,False
2678,22,F,Divorciado,Superior,MG,4926.12,0.288,548,Standard,PDV,2020-10-25,False
2679,38,M,Casado,Superior,RJ,11821.82,0.153,698,Premium,Parceiro,2025-05-14,False
2680,67,M,Divorciado,Médio,SP,2204.87,0.483,628,Standard,Indicação,2021-12-03,False
2681,72,M,Solteiro,Superior,GO,6688.6,0.413,530,Standard,Parceiro,2023-06-02,True
2682,48,M,Casado,Superior,SP,6764.59,0.426,563,Standard,Indicação,2020-12-06,False
2683,38,M,Casado,Médio,RJ,2064.4,0.106,686,Standard,App,2020-11-26,True
2684,41,M,Casado,Médio,SP,1869.57,0.322,717,Standard,App,2019-01-12,False
2685,62,F,Casado,Médio,SP,2345.96,0.167,579,Standard,App,2025-12-29,False
