id_contrato,id_cliente,tipo_produto,valor_contratado,prazo_meses,taxa_juros_am,score_decisao,data_contratacao,status_contrato,dias_atraso,flag_renegociado
6787,1736,EP,11335.27,21,0.0266,728,2021-10-31,ATRASO_1_30,12,False
6788,3531,CG,110477.39,16,0.0226,690,2023-11-19,QUITADO,0,False
6789,3487,FV,26718.21,57,0.0176,634,2023-09-27,ATRASO_1_30,4,True
6790,2926,CG,29729.68,11,0.0402,448,2025-11-06,ATRASO_1_30,7,False
6791,2596,FV,16217.35,47,0.0316,826,2019-08-19,QUITADO,0,False
6792,565,CC,3742.82,8,0.0362,438,2025-07-30,ATRASO_1_30,3,False
6793,2831,CS,14146.6,51,0.0272,469,2025-12-27,ATRASO_1_30,5,False
6794,1120,FV,152073.54,54,0.0363,567,2024-04-17,ATIVO,0,False
6795,365,CC,5056.05,11,0.0327,630,2022-10-16,ATRASO_1_30,1,False
6796,3024,EP,2861.42,25,0.0264,695,2023-10-26,QUITADO,0,False
6797,2617,EP,15949.37,29,0.0272,629,2020-05-30,ATRASO_1_30,3,False
6798,2660,EP,4818.53,29,0.027,652,2025-07-22,ATRASO_1_30,5,True
6799,3664,EP,3639.59,25,0.0509,352,2024-06-13,ATRASO_1_30,14,False
6800,1696,CG,93029.33,10,0.0364,553,2019-09-21,ATRASO_1_30,5,True
6801,1679,CS,19875.28,62,0.0297,566,2020-10-21,ATRASO_1_30,7,False
6802,860,EP,15384.19,25,0.0417,419,2023-06-18,ATRASO_1_30,4,False
6803,380,EP,5500.9,20,0.0215,704,2023-03-04,QUITADO,0,False
6804,4603,CC,13286.93,12,0.0283,554,2019-11-04,QUITADO,0,False
6805,1441,CC,6064.52,10,0.0088,954,2023-03-06,ATRASO_1_30,2,True
6806,2248,FV,19790.66,47,0.0207,860,2024-03-17,ATRASO_1_30,4,False
6807,4537,EP,30274.45,21,0.0185,765,2019-11-06,ATRASO_1_30,4,False
6808,1063,CC,4950.0,10,0.0129,839,2025-06-23,ATRASO_1_30,1,False
6809,875,CG,49495.0,14,0.0346,456,2020-09-28,ATRASO_31_90,70,False
6810,3605,CC,2503.07,14,0.0336,573,2021-03-06,ATRASO_1_30,25,False
6811,1773,CG,7266.62,11,0.0338,713,2021-10-15,ATRASO_31_90,50,False
6812,1280,CC,5538.03,15,0.0085,805,2021-01-10,ATRASO_1_30,8,False
6813,3898,CC,2412.47,13,0.0467,328,2020-04-20,ATRASO_1_30,22,False
6814,1329,CC,3038.89,13,0.0282,669,2024-11-11,ATRASO_1_30,2,False
6815,27,CS,11313.73,59,0.0384,404,2022-03-05,QUITADO,0,False
6816,4136,CD,893.77,6,0.0123,628,2022-12-01,ATRASO_31_90,36,False
6817,4853,EP,10913.12,21,0.0236,604,2025-06-18,ATIVO,0,False
6818,4540,CC,2112.7,12,0.0309,538,2024-12-07,ATRASO_1_30,16,True
6819,577,FV,13380.76,59,0.0364,636,2024-10-10,ATRASO_1_30,4,False
6820,2341,CC,3639.52,14,0.0461,441,2021-03-09,ATRASO_1_30,27,True
6821,4423,FV,24704.33,42,0.0195,880,2020-05-04,ATRASO_31_90,60,False
6822,3162,EP,2469.88,29,0.0321,886,2019-11-20,ATRASO_1_30,8,True
6823,1495,EP,3827.74,18,0.025,770,2025-03-09,ATRASO_1_30,11,False
6824,1806,CC,3869.52,11,0.0365,332,2021-11-05,QUITADO,0,True
6825,1568,CC,3806.24,14,0.0302,700,2018-11-25,ATRASO_1_30,16,False
6826,3169,FV,80649.21,40,0.0299,539,2023-11-26,ATRASO_1_30,2,True
6827,3264,CG,101163.12,12,0.0263,668,2023-06-17,ATRASO_1_30,4,False
6828,3641,EP,10413.19,26,0.0097,815,2023-06-19,ATRASO_1_30,2,False
6829,1392,CC,2292.28,15,0.017,709,2020-07-08,ATRASO_1_30,13,False
6830,3606,CC,2522.31,10,0.008,739,2019-10-30,ATRASO_1_30,8,False
6831,2198,CD,1950.72,7,0.018,797,2026-03-26,ATRASO_1_30,5,False
6832,204,CS,21778.6,51,0.0111,834,2024-02-25,ATRASO_1_30,3,True
6833,3907,CD,2079.3,5,0.0465,581,2021-07-30,ATIVO,0,True
6834,494,CC,2641.52,12,0.0478,382,2018-08-07,ATRASO_1_30,10,False
6835,47,FV,39654.95,46,0.0181,721,2020-01-08,QUITADO,0,False
6836,3540,CG,42853.04,14,0.008,944,2025-03-12,ATRASO_1_30,2,False
6837,436,EP,2251.05,35,0.0298,411,2024-06-12,QUITADO,0,False
6838,2660,CG,44010.96,12,0.0191,660,2020-01-05,ATRASO_31_90,54,False
6839,1676,CC,2735.52,12,0.0229,513,2023-01-19,ATRASO_1_30,1,False
6840,4717,CD,2417.36,8,0.0333,496,2018-06-22,ATIVO,0,False
6841,1546,EP,4125.48,35,0.0212,630,2019-02-13,ATRASO_1_30,6,True
6842,518,EP,4421.11,23,0.0143,705,2025-11-15,QUITADO,0,False
6843,680,EP,15085.53,25,0.0374,629,2018-11-10,ATRASO_1_30,1,True
6844,4949,EP,4604.32,17,0.0262,541,2024-10-16,ATRASO_1_30,16,True
6845,4809,EP,5290.38,20,0.0262,595,2020-01-09,ATRASO_1_30,9,False
6846,668,CC,4715.38,8,0.0225,954,2021-08-16,ATRASO_1_30,13,True
6847,1683,EP,12273.42,22,0.0375,631,2019-03-04,ATRASO_1_30,12,False
6848,158,EP,18491.98,32,0.0398,480,2024-01-14,ATIVO,0,False
6849,4108,CC,2829.74,9,0.0311,600,2020-02-17,ATRASO_1_30,11,False
6850,4495,FV,29275.63,41,0.0282,530,2024-01-19,ATRASO_1_30,7,False
6851,3531,EP,7253.66,26,0.0316,743,2025-11-23,ATRASO_1_30,4,False
6852,2521,FV,24376.11,32,0.0234,635,2023-03-29,ATRASO_1_30,1,True
6853,1847,FV,45410.0,51,0.0359,197,2022-06-22,ATRASO_1_30,6,False
6854,1434,CC,2872.73,6,0.0292,484,2021-01-22,ATIVO,0,False
6855,3565,EP,3843.09,22,0.008,893,2023-05-16,QUITADO,0,True
6856,2860,FV,12124.91,33,0.0096,838,2020-09-18,ATRASO_1_30,10,False
6857,2328,CS,11126.27,51,0.0396,565,2019-02-24,QUITADO,0,False
6858,1888,EP,11608.99,23,0.0383,638,2024-12-14,ATRASO_1_30,12,True
6859,3652,CC,2318.65,11,0.0197,600,2023-12-20,ATRASO_1_30,10,False
6860,4944,EP,3653.82,23,0.023,549,2020-11-08,ATRASO_31_90,68,False
6861,612,CS,30131.71,87,0.0171,620,2019-11-13,QUITADO,0,False
6862,3870,FV,28296.18,55,0.0424,579,2026-05-17,ATRASO_1_30,13,False
6863,2267,CC,6004.84,7,0.0324,770,2025-03-16,ATRASO_1_30,8,True
6864,3280,FV,65819.62,34,0.023,588,2025-03-12,QUITADO,0,True
6865,3996,CD,3712.33,7,0.0373,532,2020-03-06,QUITADO,0,False
6866,1611,FV,33823.19,48,0.0273,645,2020-08-07,ATRASO_1_30,9,False
6867,1001,CC,1484.42,15,0.0396,399,2019-02-03,ATRASO_1_30,29,False
6868,130,CC,1111.31,14,0.0457,295,2021-07-21,ATRASO_1_30,7,False
6869,4829,EP,6823.22,22,0.0238,597,2018-01-11,ATRASO_1_30,1,False
6870,3987,CG,138380.3,12,0.0339,447,2019-07-27,ATRASO_1_30,12,False
6871,3596,FV,36587.08,42,0.0279,857,2025-08-15,QUITADO,0,False
6872,240,CC,7903.05,14,0.0135,903,2022-09-10,ATRASO_1_30,2,False
6873,4613,CG,27913.9,12,0.0183,904,2023-09-04,ATRASO_1_30,6,False
6874,566,FV,83675.99,59,0.0446,555,2020-03-03,QUITADO,0,True
6875,1451,EP,11992.12,20,0.0351,563,2026-01-31,ATRASO_1_30,21,False
6876,2945,FV,37848.14,45,0.0367,414,2024-01-11,ATRASO_1_30,10,False
6877,59,CD,2634.75,5,0.0209,659,2020-03-29,ATRASO_1_30,14,False
6878,3785,CS,8530.16,78,0.0214,612,2023-07-18,QUITADO,0,False
6879,4635,CC,4620.31,11,0.0337,518,2025-11-06,QUITADO,0,False
6880,2045,CS,7226.11,58,0.0136,785,2020-01-17,ATRASO_1_30,5,False
6881,606,CC,2426.34,11,0.0295,467,2024-01-04,ATRASO_1_30,10,False
6882,2946,CC,2018.23,14,0.0127,633,2020-11-19,ATRASO_31_90,40,False
6883,3890,FV,20473.56,76,0.0251,695,2021-08-28,ATRASO_1_30,1,False
6884,4869,EP,2821.48,36,0.0297,424,2026-03-15,ATIVO,0,False
6885,1360,EP,31327.5,27,0.0575,316,2018-10-09,ATRASO_1_30,4,False
6886,1407,FV,17014.15,38,0.0286,487,2023-11-13,ATRASO_1_30,2,False
6887,415,EP,14872.06,21,0.0255,604,2023-10-29,ATRASO_1_30,3,False
6888,220,CC,1271.13,12,0.008,979,2021-12-17,ATRASO_1_30,2,False
6889,3683,CS,8485.39,32,0.0226,571,2021-12-13,ATRASO_1_30,1,False
6890,1110,CG,40334.27,10,0.012,640,2021-08-10,ATRASO_1_30,4,False
6891,1520,EP,18777.67,28,0.0362,473,2023-10-17,ATRASO_1_30,13,False
6892,2233,CG,60984.06,8,0.0405,388,2024-06-19,ATRASO_1_30,16,True
6893,388,CC,1839.32,13,0.0213,685,2024-05-06,ATRASO_1_30,8,False
6894,3887,EP,6908.43,21,0.0179,764,2025-02-17,ATIVO,0,False
6895,2846,CS,24452.81,52,0.0256,616,2019-06-13,ATRASO_1_30,9,False
6896,2097,EP,15023.24,26,0.0288,423,2024-01-17,ATRASO_31_90,46,False
6897,1166,CS,8035.21,78,0.0241,590,2021-10-14,ATRASO_1_30,8,True
6898,2945,FV,14486.75,47,0.0483,416,2024-01-16,ATRASO_1_30,5,False
6899,3597,FV,23807.29,61,0.0384,425,2020-06-05,ATRASO_1_30,2,False
6900,2830,CS,18034.83,63,0.0162,934,2018-08-30,QUITADO,0,False
6901,3789,CS,4186.19,46,0.0373,317,2020-04-15,ATRASO_31_90,77,False
6902,2440,CC,3154.31,14,0.0424,467,2025-04-03,ATRASO_1_30,12,False
6903,614,CC,1684.16,15,0.0425,490,2020-07-21,QUITADO,0,False
6904,796,CC,2614.54,12,0.0275,526,2023-08-09,QUITADO,0,False
6905,3975,FV,47565.95,35,0.0519,512,2026-03-17,ATRASO_1_30,7,False
6906,341,CC,3366.74,8,0.0202,556,2021-09-09,QUITADO,0,False
6907,2277,EP,12141.25,26,0.0094,717,2020-04-13,ATRASO_31_90,78,True
6908,1015,CC,7297.99,13,0.008,879,2021-08-20,QUITADO,0,False
6909,3783,FV,300000.0,54,0.0121,789,2026-04-09,ATIVO,0,False
6910,1351,CS,20685.69,33,0.0436,441,2022-08-19,ATRASO_1_30,16,False
6911,3817,EP,11479.75,19,0.0344,362,2022-11-21,QUITADO,0,True
6912,938,FV,23621.51,42,0.0196,463,2018-12-28,ATRASO_1_30,2,False
6913,3042,CG,85510.81,14,0.0246,573,2024-08-01,ATRASO_1_30,10,True
6914,963,CC,8946.85,12,0.0282,512,2018-06-01,ATRASO_31_90,71,False
6915,2336,EP,5334.67,29,0.0367,462,2019-06-20,ATRASO_1_30,12,False
6916,3042,CS,8574.0,48,0.009,508,2018-10-21,ATRASO_1_30,3,False
6917,771,EP,5422.44,15,0.0375,323,2024-03-20,ATRASO_1_30,10,False
6918,2273,FV,15824.68,56,0.0303,506,2019-12-02,ATIVO,0,False
6919,3564,CC,3466.76,11,0.0268,560,2024-04-03,ATRASO_1_30,9,False
6920,1252,CG,22269.85,12,0.0464,348,2021-07-16,ATRASO_31_90,54,False
6921,265,CS,11305.56,45,0.0158,668,2020-12-12,ATRASO_1_30,3,False
6922,1179,CS,14538.74,61,0.0226,704,2022-02-23,ATRASO_1_30,7,False
6923,1977,FV,41470.39,50,0.0289,611,2024-06-10,ATRASO_1_30,22,False
6924,717,EP,5941.62,24,0.0313,526,2026-03-28,ATRASO_31_90,39,False
6925,4029,EP,3158.22,27,0.0361,519,2019-09-15,ATRASO_1_30,8,False
6926,3460,EP,16621.21,27,0.0166,670,2021-06-13,QUITADO,0,False
6927,2534,FV,12118.36,60,0.0402,411,2025-12-08,ATRASO_1_30,16,False
6928,2380,FV,37556.58,48,0.0082,922,2026-02-01,ATIVO,0,False
6929,3976,EP,19508.4,32,0.0289,723,2024-03-20,ATRASO_1_30,16,False
6930,3323,CG,52830.32,8,0.0441,414,2021-05-22,ATRASO_1_30,2,False
6931,3449,CC,7537.87,14,0.0396,486,2019-06-22,ATIVO,0,False
6932,1893,EP,10862.71,24,0.008,787,2025-03-26,ATRASO_1_30,1,True
6933,27,CS,5201.13,58,0.0318,402,2020-08-29,ATRASO_1_30,23,False
6934,426,FV,76881.45,43,0.0273,582,2026-02-08,ATIVO,0,False
6935,3684,EP,5617.29,26,0.0233,619,2026-02-05,ATRASO_1_30,13,False
6936,4116,CS,9278.66,82,0.0199,635,2023-03-31,ATRASO_1_30,5,False
6937,467,EP,12058.27,30,0.0393,526,2024-08-30,ATRASO_1_30,5,False
6938,208,EP,4530.02,28,0.0097,808,2019-02-10,ATRASO_1_30,4,True
6939,1175,CS,21091.18,58,0.008,765,2019-01-18,ATRASO_1_30,4,False
6940,1838,CC,4507.45,15,0.0254,509,2022-08-06,ATIVO,0,False
6941,910,CC,9444.71,13,0.0339,498,2018-07-03,ATRASO_1_30,6,True
6942,2926,EP,15924.21,18,0.0464,429,2022-01-30,ATIVO,0,False
6943,4458,EP,7074.24,20,0.0409,619,2024-12-09,ATRASO_1_30,13,False
6944,3323,CC,2726.25,15,0.0328,461,2025-06-04,ATRASO_31_90,31,False
6945,1663,CD,966.96,7,0.0106,739,2019-12-28,ATRASO_1_30,3,False
6946,2409,FV,30122.67,60,0.043,299,2018-03-21,ATRASO_1_30,6,False
6947,4730,CC,2037.33,12,0.0252,654,2020-10-16,ATRASO_31_90,72,False
6948,3995,CD,1246.04,4,0.0105,640,2026-02-16,ATRASO_1_30,2,False
6949,773,CD,702.09,3,0.0086,641,2021-01-20,ATRASO_1_30,17,False
6950,2398,CC,1950.76,10,0.0188,568,2024-09-26,ATRASO_1_30,3,False
6951,414,EP,18174.07,16,0.0288,785,2020-05-17,ATRASO_1_30,8,True
6952,4180,EP,3579.66,35,0.0255,545,2024-07-06,QUITADO,0,False
6953,3473,FV,14852.96,42,0.0293,434,2018-01-04,ATIVO,0,False
6954,1235,CC,2264.47,10,0.0388,416,2024-03-03,ATRASO_1_30,5,False
6955,3731,CS,27225.88,53,0.0336,653,2023-10-11,ATIVO,0,False
6956,2363,CC,1989.97,7,0.0133,768,2020-12-09,QUITADO,0,True
6957,3981,FV,29089.38,30,0.0232,701,2024-08-16,ATRASO_1_30,1,False
6958,155,EP,9467.3,31,0.016,811,2018-09-15,ATRASO_1_30,1,False
6959,2146,CC,4797.14,16,0.0278,719,2025-07-30,ATRASO_1_30,4,False
6960,2891,FV,32757.94,59,0.0422,242,2026-05-18,ATRASO_1_30,10,False
6961,524,CD,1892.48,6,0.0184,544,2022-01-12,QUITADO,0,False
6962,2013,CC,6234.27,9,0.032,520,2024-08-12,ATRASO_1_30,18,False
6963,3695,CS,5535.07,75,0.0407,315,2023-08-21,QUITADO,0,False
6964,3406,FV,23231.63,48,0.0247,575,2021-03-08,ATRASO_1_30,11,False
6965,528,CS,7242.04,66,0.0128,754,2019-07-13,ATRASO_1_30,20,False
6966,3712,FV,28016.18,50,0.0169,573,2023-12-21,ATRASO_1_30,1,False
6967,3628,EP,16833.6,27,0.041,499,2021-05-26,ATRASO_1_30,3,False
6968,2166,EP,14336.7,28,0.0417,469,2018-11-07,QUITADO,0,True
6969,4097,CS,11394.4,58,0.04,348,2024-02-18,ATRASO_1_30,8,False
6970,3043,CS,19437.82,72,0.0371,201,2022-02-28,ATRASO_1_30,9,False
6971,4998,FV,124591.97,45,0.0398,361,2025-04-16,ATRASO_1_30,29,True
6972,3661,EP,3786.03,28,0.0163,758,2023-02-24,QUITADO,0,True
6973,4993,EP,5367.97,29,0.008,721,2022-09-22,ATRASO_1_30,6,False
6974,4184,CS,10197.02,39,0.026,793,2025-07-02,ATRASO_1_30,8,False
6975,1676,FV,43859.92,48,0.014,537,2018-12-10,ATRASO_1_30,4,False
6976,526,FV,47688.88,27,0.029,514,2018-04-29,ATRASO_1_30,8,False
6977,3151,EP,4230.22,16,0.0445,356,2019-12-14,ATRASO_1_30,1,False
6978,2740,FV,38964.95,48,0.0283,611,2018-06-27,ATRASO_1_30,3,False
6979,4930,CS,19933.53,58,0.0323,632,2018-04-02,ATRASO_1_30,6,False
6980,4625,CC,1682.96,11,0.0473,395,2022-09-30,ATRASO_1_30,16,False
6981,19,EP,8753.8,27,0.0164,672,2020-10-09,ATIVO,0,False
6982,1421,EP,5535.1,22,0.0195,748,2024-05-23,ATRASO_1_30,8,False
6983,2565,EP,3364.77,18,0.0228,699,2018-01-21,QUITADO,0,False
6984,3144,FV,63067.93,33,0.0329,443,2020-01-31,QUITADO,0,False
6985,1992,EP,10579.65,16,0.0289,697,2019-01-30,ATIVO,0,False
6986,1412,EP,4666.85,19,0.0173,863,2021-06-13,ATRASO_1_30,21,True
6987,2261,CS,20794.85,51,0.0479,364,2021-07-05,ATRASO_1_30,4,False
6988,4020,CG,178387.43,15,0.0246,515,2021-04-06,ATRASO_31_90,48,False
6989,4705,CS,12786.97,62,0.0248,697,2021-12-25,QUITADO,0,False
6990,3717,FV,15270.69,38,0.0174,625,2024-01-23,ATRASO_1_30,16,False
6991,813,CC,2921.4,14,0.0328,558,2018-11-03,ATRASO_1_30,3,False
6992,4748,EP,2497.76,27,0.0463,463,2021-12-19,ATRASO_1_30,2,False
6993,2657,CC,3256.73,10,0.0368,625,2024-12-05,ATRASO_1_30,7,False
6994,3495,EP,6352.96,30,0.0136,671,2018-11-28,ATRASO_1_30,4,True
6995,3389,CS,19182.77,72,0.0162,636,2026-04-10,ATRASO_1_30,9,False
6996,2446,CS,8382.86,56,0.0261,692,2025-10-08,ATIVO,0,False
6997,2643,CC,5989.39,11,0.0121,825,2023-08-31,ATRASO_1_30,16,True
6998,2706,CC,2165.21,11,0.0338,693,2024-07-31,ATRASO_1_30,4,False
6999,656,FV,32586.46,53,0.033,591,2025-10-15,ATRASO_1_30,30,False
7000,3898,FV,15052.53,26,0.0464,271,2019-08-29,QUITADO,0,False
7001,1565,FV,18438.0,57,0.0086,797,2022-06-29,ATRASO_1_30,4,False
7002,3690,CG,80015.72,8,0.0341,577,2018-07-04,ATRASO_1_30,14,True
7003,132,EP,15205.23,20,0.0201,786,2018-03-16,ATRASO_1_30,2,True
7004,590,CC,2363.93,17,0.0288,544,2023-04-11,ATRASO_1_30,8,True
7005,1332,EP,10923.69,22,0.0149,586,2018-02-14,ATRASO_1_30,7,False
7006,1496,EP,12772.3,25,0.0419,529,2025-10-03,ATRASO_1_30,17,False
7007,519,CC,1844.24,13,0.0162,642,2021-07-16,ATRASO_1_30,1,False
7008,3413,CS,15732.44,64,0.0229,376,2018-02-14,ATRASO_1_30,10,False
7009,331,EP,8058.83,22,0.0332,558,2025-10-30,ATRASO_1_30,3,False
7010,505,CC,4319.75,13,0.0228,871,2023-08-10,ATRASO_1_30,2,False
7011,3076,CC,3254.42,11,0.0249,535,2024-10-08,ATRASO_1_30,25,True
7012,3300,CS,3341.52,39,0.0235,494,2024-04-07,ATRASO_1_30,20,False
7013,3274,FV,38693.33,37,0.0354,539,2024-03-23,ATRASO_1_30,7,False
7014,4318,EP,7241.94,23,0.043,551,2019-01-31,ATRASO_1_30,8,False
7015,3944,EP,6552.14,26,0.0452,517,2024-07-04,ATIVO,0,False
7016,1839,CS,4480.32,66,0.0202,937,2022-11-17,ATIVO,0,False
7017,3216,FV,63815.65,50,0.0211,752,2021-06-03,ATRASO_1_30,17,False
7018,1091,EP,8197.83,24,0.0109,879,2018-04-16,QUITADO,0,True
7019,4116,CC,1039.93,11,0.0228,646,2024-05-12,ATRASO_1_30,2,False
7020,4271,EP,18098.3,25,0.0278,551,2020-01-24,ATRASO_1_30,2,False
7021,2782,CC,4520.46,9,0.0201,843,2020-04-07,ATRASO_1_30,3,False
7022,2408,EP,13906.51,24,0.0299,476,2018-07-11,ATRASO_1_30,8,False
7023,3106,CC,2929.22,14,0.0233,629,2020-08-15,ATRASO_1_30,14,False
7024,4162,EP,7937.08,24,0.0262,530,2020-12-11,ATRASO_1_30,2,False
7025,4564,CS,22729.68,48,0.0412,233,2018-04-07,ATRASO_1_30,28,False
7026,391,CC,4544.27,9,0.0225,711,2023-01-26,ATRASO_1_30,19,False
7027,3008,CS,11045.17,75,0.0355,535,2023-04-03,QUITADO,0,False
7028,1059,FV,23868.37,46,0.0353,590,2018-08-05,ATRASO_1_30,2,False
7029,311,CG,10753.74,8,0.0525,571,2019-02-10,ATRASO_1_30,6,False
7030,6,CD,2595.76,4,0.0294,723,2025-02-16,ATRASO_1_30,18,False
7031,477,FV,61675.5,31,0.038,546,2021-03-22,ATRASO_1_30,9,False
7032,2241,FV,54775.29,32,0.0376,597,2018-07-29,ATRASO_1_30,10,False
7033,4283,CC,6943.77,12,0.0217,777,2020-06-12,ATRASO_31_90,56,False
7034,4411,CG,28679.02,10,0.0159,551,2024-01-16,ATRASO_1_30,2,False
7035,3901,CS,9752.58,45,0.0198,808,2022-06-10,ATRASO_1_30,6,False
7036,3227,EP,6014.12,29,0.0146,774,2022-12-02,ATRASO_31_90,31,True
7037,3051,EP,2472.48,22,0.0134,745,2024-07-03,ATRASO_1_30,11,True
7038,90,CS,8386.01,60,0.0189,533,2020-02-23,ATRASO_1_30,3,False
7039,4112,CC,3876.32,13,0.0095,763,2024-11-19,ATIVO,0,False
7040,124,CS,22502.65,41,0.0375,373,2021-06-06,QUITADO,0,True
7041,3943,CG,68275.88,8,0.0166,902,2025-03-20,ATRASO_1_30,5,False
7042,3602,EP,5485.47,24,0.0306,564,2022-11-03,ATRASO_1_30,1,False
7043,1324,CC,6215.02,3,0.03,498,2025-05-15,QUITADO,0,False
7044,464,CG,60113.03,16,0.021,764,2023-12-14,ATRASO_1_30,4,False
7045,4405,FV,13149.69,51,0.0435,357,2018-07-15,ATIVO,0,False
7046,1102,EP,9073.41,23,0.0287,639,2018-11-09,ATRASO_1_30,6,False
7047,2662,CS,19574.49,65,0.0307,612,2019-05-05,ATRASO_1_30,12,False
7048,3493,EP,11224.31,27,0.0232,766,2018-08-21,ATRASO_1_30,16,True
7049,2313,CC,1762.24,12,0.0116,663,2026-04-23,ATRASO_1_30,2,False
7050,1245,CD,868.72,6,0.0365,514,2020-07-18,ATRASO_1_30,2,False
7051,2456,CG,176657.82,14,0.0184,655,2023-10-02,ATRASO_1_30,7,False
7052,2451,FV,20759.33,64,0.0324,777,2018-02-24,ATRASO_1_30,1,True
7053,2215,EP,8458.54,19,0.0379,536,2023-01-31,ATIVO,0,False
7054,1977,CC,787.04,8,0.0305,553,2024-05-12,ATRASO_1_30,3,False
7055,264,EP,17965.27,17,0.0261,620,2019-01-17,ATRASO_1_30,2,False
7056,1719,FV,57519.85,49,0.0185,398,2018-09-12,ATRASO_1_30,5,False
7057,1829,CS,34607.59,37,0.0205,551,2020-03-28,QUITADO,0,False
7058,1263,FV,19029.92,34,0.0252,474,2024-04-01,ATRASO_1_30,13,True
7059,546,FV,74423.52,53,0.0383,486,2019-02-25,ATRASO_1_30,2,False
7060,2038,CC,1917.36,10,0.0287,505,2022-09-19,ATRASO_1_30,8,True
7061,4616,CC,9073.39,11,0.0298,805,2022-12-11,QUITADO,0,True
7062,914,CD,500.0,7,0.0201,652,2023-10-31,ATRASO_1_30,2,False
7063,3474,CG,95642.44,14,0.0539,442,2019-04-05,QUITADO,0,False
7064,4774,CS,12554.95,62,0.0188,542,2018-09-12,ATRASO_1_30,4,False
7065,4809,CG,77000.81,9,0.0365,493,2020-01-07,ATRASO_1_30,6,True
7066,1583,CS,17218.89,57,0.0182,698,2018-11-16,ATRASO_1_30,1,False
7067,685,FV,47124.94,39,0.02,745,2025-10-11,ATRASO_1_30,3,False
7068,3645,CS,52838.38,56,0.0173,823,2025-07-13,ATRASO_1_30,19,True
7069,1522,EP,24701.38,19,0.0278,493,2021-10-06,ATRASO_1_30,10,False
7070,1464,CD,2179.86,6,0.0394,385,2025-02-11,ATRASO_1_30,8,False
7071,3616,CC,4082.31,11,0.0235,570,2021-12-03,ATRASO_1_30,16,False
7072,1311,EP,20078.4,19,0.0271,612,2022-06-29,ATRASO_1_30,16,True
7073,2594,EP,20970.66,17,0.0321,596,2021-12-17,QUITADO,0,False
7074,2414,FV,38688.84,63,0.0211,737,2018-01-12,ATRASO_1_30,10,False
7075,4222,FV,37570.71,40,0.0313,419,2026-01-15,ATRASO_1_30,22,False
7076,3663,CC,2037.74,14,0.0365,605,2018-08-10,QUITADO,0,False
7077,1842,CC,4375.02,11,0.0209,439,2024-12-08,ATRASO_1_30,1,False
7078,20,FV,41390.76,48,0.0192,800,2019-03-15,QUITADO,0,True
7079,1247,CS,22429.01,60,0.0393,582,2019-05-13,ATRASO_1_30,2,False
7080,856,EP,24566.62,22,0.0247,808,2021-09-26,ATRASO_1_30,7,False
7081,3926,EP,17393.41,23,0.0132,710,2020-12-30,ATRASO_1_30,12,True
7082,3872,EP,15608.89,26,0.0215,586,2025-01-15,ATRASO_1_30,4,False
7083,207,FV,31653.96,35,0.0393,310,2024-12-05,QUITADO,0,False
7084,1765,CC,2842.01,11,0.0402,245,2018-01-20,ATRASO_1_30,27,False
7085,748,CG,81166.49,11,0.0155,705,2021-10-27,ATRASO_1_30,2,False
7086,4277,CC,5140.85,13,0.008,891,2023-10-24,ATRASO_1_30,1,False
7087,3611,FV,55212.92,43,0.0351,486,2024-07-11,QUITADO,0,True
7088,667,CC,2010.28,11,0.0379,470,2024-09-22,QUITADO,0,False
7089,3469,CC,2003.27,13,0.0227,621,2018-12-24,QUITADO,0,False
7090,4065,CC,2654.59,7,0.0326,440,2024-03-30,ATRASO_1_30,12,False
7091,327,FV,55452.67,58,0.0248,515,2023-06-12,ATRASO_1_30,2,False
7092,3111,CC,3603.97,9,0.0364,520,2020-08-03,ATRASO_1_30,2,False
7093,2632,EP,20646.51,28,0.0094,789,2019-06-12,ATIVO,0,False
7094,843,EP,4465.1,29,0.0117,761,2023-04-21,ATRASO_1_30,2,False
7095,4600,CC,1969.19,11,0.0307,674,2019-09-14,ATRASO_1_30,6,False
7096,62,CC,3136.54,14,0.0334,609,2022-07-25,ATRASO_1_30,14,False
7097,2458,CG,36627.4,11,0.0266,614,2023-03-11,ATIVO,0,False
7098,4407,EP,4987.89,20,0.0125,639,2023-11-16,ATRASO_1_30,4,False
7099,1557,EP,8500.98,25,0.0238,811,2024-01-13,ATRASO_1_30,1,False
7100,1445,FV,37967.51,56,0.008,845,2024-02-18,QUITADO,0,False
7101,3638,FV,16581.26,38,0.016,593,2024-05-10,QUITADO,0,False
7102,1207,EP,5650.15,15,0.0151,711,2025-09-07,ATRASO_1_30,3,False
7103,2517,EP,12399.38,24,0.0373,448,2025-02-01,ATRASO_1_30,8,False
7104,920,EP,6845.18,31,0.0324,452,2026-01-17,ATRASO_1_30,2,False
7105,341,CD,921.58,5,0.0377,635,2026-02-05,ATRASO_1_30,5,False
7106,1776,CG,40492.24,15,0.0351,530,2019-11-03,ATRASO_1_30,10,False
7107,709,CD,722.55,7,0.0349,401,2024-09-17,ATRASO_1_30,3,False
7108,2620,EP,23372.04,28,0.0264,397,2026-02-03,ATIVO,0,False
7109,2456,FV,59727.57,46,0.0337,715,2021-02-20,ATRASO_31_90,52,True
7110,2389,CC,15310.37,10,0.0305,525,2024-07-10,ATRASO_1_30,1,False
7111,4840,CS,12755.58,61,0.0124,718,2026-04-05,ATRASO_1_30,1,False
7112,4257,EP,6492.1,18,0.0237,612,2022-12-02,ATRASO_1_30,4,False
